TXNAME,SYMBOL
ENSMUST00000169360.8,Rell2
ENSMUST00000163591.8,Rell2
ENSMUST00000046972.13,Rbm27
ENSMUST00000237086.1,Rbm27
ENSMUST00000091920.5,Rbm27
ENSMUST00000237798.1,Rbm27
ENSMUST00000236240.1,Rbm27
ENSMUST00000237926.1,Gm94
ENSMUST00000096570.3,Gm94
ENSMUST00000236368.1,Pggt1b
ENSMUST00000235465.1,Pggt1b
ENSMUST00000237757.1,Pggt1b
ENSMUST00000236205.1,Pggt1b
ENSMUST00000236999.1,Pggt1b
ENSMUST00000236527.1,Pggt1b
ENSMUST00000025354.4,Pggt1b
ENSMUST00000236216.1,Pggt1b
ENSMUST00000149929.1,Ticam2
ENSMUST00000070084.10,Ticam2
ENSMUST00000036030.13,Ticam2
ENSMUST00000238078.1,Fam170a
ENSMUST00000238113.1,Fam170a
ENSMUST00000236949.1,Fam170a
ENSMUST00000039121.3,Fam170a
ENSMUST00000115399.7,Prdm6
ENSMUST00000091900.10,Prdm6
ENSMUST00000154557.8,Prdm6
ENSMUST00000115398.1,Prdm6
ENSMUST00000237062.1,Cep120
ENSMUST00000049811.7,Cep120
ENSMUST00000235928.1,Cep120
ENSMUST00000237145.1,Cep120
ENSMUST00000025500.6,Slc27a6
ENSMUST00000118510.7,Minar2
ENSMUST00000175897.7,Minar2
ENSMUST00000154125.1,Minar2
ENSMUST00000175830.1,Minar2
ENSMUST00000117064.7,Minar2
ENSMUST00000165666.8,Minar2
ENSMUST00000058633.8,Minar2
ENSMUST00000090260.5,Gm4841
ENSMUST00000025468.14,Pde6a
ENSMUST00000135688.1,Pde6a
ENSMUST00000051720.5,Sh3tc2
ENSMUST00000236759.1,Sh3tc2
ENSMUST00000235860.1,Sh3tc2
ENSMUST00000235652.1,Sh3tc2
ENSMUST00000067743.1,Gm9949
ENSMUST00000175965.9,Onecut2
ENSMUST00000182629.2,Alpk2
ENSMUST00000035548.15,Alpk2
ENSMUST00000141250.1,Alpk2
ENSMUST00000235298.1,Alpk2
ENSMUST00000173985.9,Grp
ENSMUST00000173530.3,Grp
ENSMUST00000025395.9,Grp
ENSMUST00000236894.1,Cplx4
ENSMUST00000025397.6,Cplx4
ENSMUST00000237279.1,Mppe1
ENSMUST00000073054.4,Mppe1
ENSMUST00000236244.1,Mppe1
ENSMUST00000237631.1,Mppe1
ENSMUST00000235414.1,Prelid3a
ENSMUST00000235492.1,Prelid3a
ENSMUST00000237312.1,Prelid3a
ENSMUST00000025411.8,Prelid3a
ENSMUST00000097542.3,Cep76
ENSMUST00000237975.1,Cep76
ENSMUST00000236857.1,Cep76
ENSMUST00000091851.9,Mapk4
ENSMUST00000162863.7,Mapk4
ENSMUST00000160601.1,Mapk4
ENSMUST00000159162.1,Mapk4
ENSMUST00000075290.7,St8sia5
ENSMUST00000079618.10,St8sia5
ENSMUST00000182805.1,Rnf165
ENSMUST00000182024.1,Rnf165
ENSMUST00000182153.2,Rnf165
ENSMUST00000182146.2,Rnf165
ENSMUST00000182348.2,Rnf165
ENSMUST00000026494.13,Rnf165
ENSMUST00000236234.1,Haus1
ENSMUST00000048192.8,Haus1
ENSMUST00000236575.1,Haus1
ENSMUST00000060223.3,Zadh2
ENSMUST00000235383.1,Zadh2
ENSMUST00000236450.1,Cd226
ENSMUST00000237979.1,Cd226
ENSMUST00000097496.3,Cd226
ENSMUST00000236828.1,Cd226
ENSMUST00000236452.1,Cd226
ENSMUST00000236835.1,Cd226
ENSMUST00000237110.1,Cd226
ENSMUST00000037142.12,Cd226
ENSMUST00000235651.1,Cd226
ENSMUST00000236644.1,Cd226
ENSMUST00000136465.7,Plaat3
ENSMUST00000025925.10,Plaat3
ENSMUST00000136756.1,Plaat3
ENSMUST00000141887.7,Plaat3
ENSMUST00000025695.9,Ppp2r5b
ENSMUST00000148693.1,Ppp2r5b
ENSMUST00000153155.1,Ppp2r5b
ENSMUST00000236699.1,Ppp2r5b
ENSMUST00000235513.1,Gm550
ENSMUST00000237778.1,Gm550
ENSMUST00000237945.1,Snx32
ENSMUST00000237111.1,Snx32
ENSMUST00000236120.1,Snx32
ENSMUST00000238132.1,Snx32
ENSMUST00000237924.1,Snx32
ENSMUST00000070172.5,Snx32
ENSMUST00000237249.1,Snx32
ENSMUST00000043380.4,Catsper1
ENSMUST00000235380.1,Catsper1
ENSMUST00000237816.1,Rin1
ENSMUST00000225427.1,Rin1
ENSMUST00000225203.1,Rin1
ENSMUST00000224288.1,Rin1
ENSMUST00000224363.1,Rin1
ENSMUST00000236248.1,Rin1
ENSMUST00000237762.1,Rin1
ENSMUST00000225799.2,Rin1
ENSMUST00000224178.1,Rin1
ENSMUST00000224254.1,Rin1
ENSMUST00000238025.1,Rin1
ENSMUST00000224032.1,Rin1
ENSMUST00000025818.7,Rin1
ENSMUST00000237881.1,Npas4
ENSMUST00000056129.8,Npas4
ENSMUST00000237172.1,Npas4
ENSMUST00000053597.2,Lrfn4
ENSMUST00000113822.2,Lrfn4
ENSMUST00000047898.13,Kdm2a
ENSMUST00000075856.10,Kdm2a
ENSMUST00000235335.1,Kdm2a
ENSMUST00000176532.1,Kdm2a
ENSMUST00000175978.1,Kdm2a
ENSMUST00000237268.1,Kdm2a
ENSMUST00000176653.1,Kdm2a
ENSMUST00000175959.1,Kdm2a
ENSMUST00000176497.1,Kdm2a
ENSMUST00000176495.1,Kdm2a
ENSMUST00000116571.8,Kdm2a
ENSMUST00000175777.8,Kdm2a
ENSMUST00000175682.1,Kdm2a
ENSMUST00000176483.2,Kdm2a
ENSMUST00000189808.6,Gstp3
ENSMUST00000076451.6,Gstp3
ENSMUST00000238086.1,Gstp3
ENSMUST00000236991.1,Gstp3
ENSMUST00000236801.1,Ndufs8
ENSMUST00000075092.7,Ndufs8
ENSMUST00000235301.1,Ndufs8
ENSMUST00000235847.1,Ndufs8
ENSMUST00000237341.1,Ndufs8
ENSMUST00000236861.1,Kmt5b
ENSMUST00000235768.1,Kmt5b
ENSMUST00000155618.1,Kmt5b
ENSMUST00000237440.1,Kmt5b
ENSMUST00000236012.1,Kmt5b
ENSMUST00000176926.7,Kmt5b
ENSMUST00000176512.7,Kmt5b
ENSMUST00000176125.1,Kmt5b
ENSMUST00000005518.15,Kmt5b
ENSMUST00000113973.7,Kmt5b
ENSMUST00000113977.8,Kmt5b
ENSMUST00000113968.8,Kmt5b
ENSMUST00000113970.7,Kmt5b
ENSMUST00000176262.7,Kmt5b
ENSMUST00000176407.7,Kmt5b
ENSMUST00000052699.12,Kmt5b
ENSMUST00000152935.7,Kmt5b
ENSMUST00000135586.1,Kmt5b
ENSMUST00000113974.10,Kmt5b
ENSMUST00000177355.1,Kmt5b
ENSMUST00000113972.8,Kmt5b
ENSMUST00000177216.7,Taf6l
ENSMUST00000176688.7,Taf6l
ENSMUST00000176747.1,Taf6l
ENSMUST00000176496.7,Taf6l
ENSMUST00000003777.4,Taf6l
ENSMUST00000176610.8,Taf6l
ENSMUST00000177056.7,Taf6l
ENSMUST00000176331.1,Taf6l
ENSMUST00000176719.7,Taf6l
ENSMUST00000176991.1,Taf6l
ENSMUST00000189739.6,Taf6l
ENSMUST00000166407.8,Ubxn1
ENSMUST00000237220.1,Ubxn1
ENSMUST00000238036.1,Ubxn1
ENSMUST00000096255.6,Ubxn1
ENSMUST00000224272.1,Eml3
ENSMUST00000096241.5,Eml3
ENSMUST00000226096.1,Eml3
ENSMUST00000225377.1,Eml3
ENSMUST00000224642.1,Eml3
ENSMUST00000225054.1,Eml3
ENSMUST00000186056.6,Myrf
ENSMUST00000190922.6,Myrf
ENSMUST00000186854.6,Myrf
ENSMUST00000189897.1,Myrf
ENSMUST00000088013.11,Myrf
ENSMUST00000189439.1,Myrf
ENSMUST00000236743.1,Cyb561a3
ENSMUST00000235271.1,Cyb561a3
ENSMUST00000237564.1,Cyb561a3
ENSMUST00000236352.1,Cyb561a3
ENSMUST00000237581.1,Cyb561a3
ENSMUST00000168445.1,Cyb561a3
ENSMUST00000237641.1,Cyb561a3
ENSMUST00000237814.1,Cyb561a3
ENSMUST00000236747.1,Cyb561a3
ENSMUST00000236950.1,Tkfc
ENSMUST00000236607.1,Tkfc
ENSMUST00000237788.1,Tkfc
ENSMUST00000236478.1,Tkfc
ENSMUST00000037678.6,Tkfc
ENSMUST00000235285.1,Tkfc
ENSMUST00000236121.1,Tkfc
ENSMUST00000135994.1,Oosp2
ENSMUST00000121793.1,Oosp2
ENSMUST00000069760.12,Oosp3
ENSMUST00000119053.2,Oosp3
ENSMUST00000238190.1,Patl1
ENSMUST00000061618.8,Patl1
ENSMUST00000161080.1,Nmrk1
ENSMUST00000042392.13,Nmrk1
ENSMUST00000237347.1,Nmrk1
ENSMUST00000159061.7,Nmrk1
ENSMUST00000162446.1,Nmrk1
ENSMUST00000159572.8,Nmrk1
ENSMUST00000062753.2,D030056L22Rik
ENSMUST00000055792.7,D030056L22Rik
ENSMUST00000237020.1,Trpm6
ENSMUST00000040489.8,Trpm6
ENSMUST00000236199.1,Trpm6
ENSMUST00000237623.1,Trpm6
ENSMUST00000147907.1,Rorb
ENSMUST00000112832.7,Rorb
ENSMUST00000112828.7,Rorb
ENSMUST00000149635.7,Rorb
ENSMUST00000040153.14,Rorb
ENSMUST00000052556.4,Abhd17b
ENSMUST00000235332.1,Abhd17b
ENSMUST00000236549.1,Abhd17b
ENSMUST00000237820.1,Trpm3
ENSMUST00000236804.1,Trpm3
ENSMUST00000238066.1,Trpm3
ENSMUST00000037901.13,Trpm3
ENSMUST00000237455.1,Trpm3
ENSMUST00000236180.1,Trpm3
ENSMUST00000238159.1,Trpm3
ENSMUST00000237421.1,Trpm3
ENSMUST00000236787.1,Trpm3
ENSMUST00000099564.9,Trpm3
ENSMUST00000235522.1,Trpm3
ENSMUST00000235780.1,Trpm3
ENSMUST00000236372.1,Trpm3
ENSMUST00000235712.1,Trpm3
ENSMUST00000236009.1,Trpm3
ENSMUST00000237223.1,Trpm3
ENSMUST00000237357.1,Trpm3
ENSMUST00000074770.12,Trpm3
ENSMUST00000087576.11,Trpm3
ENSMUST00000237470.1,Trpm3
ENSMUST00000099566.4,Trpm3
ENSMUST00000235952.1,Trpm3
ENSMUST00000099569.9,Trpm3
ENSMUST00000236312.1,Trpm3
ENSMUST00000226111.1,Smc5
ENSMUST00000223934.1,Smc5
ENSMUST00000224008.1,Smc5
ENSMUST00000224441.1,Smc5
ENSMUST00000087556.6,Smc5
ENSMUST00000057243.5,Tmem252
ENSMUST00000129127.1,Pgm5
ENSMUST00000150339.7,Pgm5
ENSMUST00000047666.4,Pgm5
ENSMUST00000133692.1,Pgm5
ENSMUST00000237315.1,Cbwd1
ENSMUST00000236250.1,Cbwd1
ENSMUST00000025815.9,Cbwd1
ENSMUST00000236790.1,Cbwd1
ENSMUST00000235225.1,Cbwd1
ENSMUST00000053068.6,Dmrt2
ENSMUST00000162022.7,Glis3
ENSMUST00000161328.7,Glis3
ENSMUST00000159639.1,Glis3
ENSMUST00000159520.7,Glis3
ENSMUST00000065113.13,Glis3
ENSMUST00000162873.7,Glis3
ENSMUST00000112612.8,Glis3
ENSMUST00000159178.1,Glis3
ENSMUST00000160376.7,Glis3
ENSMUST00000161026.1,Glis3
ENSMUST00000161536.1,Ric1
ENSMUST00000043610.12,Ric1
ENSMUST00000161330.1,Ric1
ENSMUST00000160221.1,Ric1
ENSMUST00000162492.7,Ric1
ENSMUST00000160452.1,Ric1
ENSMUST00000162184.7,Ric1
ENSMUST00000160125.1,Ermp1
ENSMUST00000054083.12,Ermp1
ENSMUST00000162534.1,Ermp1
ENSMUST00000159243.1,Ermp1
ENSMUST00000159692.7,Ermp1
ENSMUST00000161124.7,Ermp1
ENSMUST00000160907.1,Ermp1
ENSMUST00000155447.1,Hectd2
ENSMUST00000149629.8,Hectd2
ENSMUST00000141503.1,Hectd2
ENSMUST00000177381.7,Hectd2
ENSMUST00000142404.1,Hectd2
ENSMUST00000155594.8,Hectd2
ENSMUST00000139215.7,Hectd2
ENSMUST00000169036.8,Hectd2
ENSMUST00000047247.11,Hectd2
ENSMUST00000172095.2,Myof
ENSMUST00000225159.1,Myof
ENSMUST00000224518.1,Myof
ENSMUST00000226084.1,Myof
ENSMUST00000041475.15,Myof
ENSMUST00000226068.1,Myof
ENSMUST00000225435.1,Myof
ENSMUST00000224560.1,Myof
ENSMUST00000225287.1,Myof
ENSMUST00000224580.1,Myof
ENSMUST00000224900.1,Myof
ENSMUST00000223650.1,Myof
ENSMUST00000165102.1,Cyp2c70
ENSMUST00000051846.12,Cyp2c70
ENSMUST00000171604.7,Cyp2c70
ENSMUST00000164351.1,Cyp2c70
ENSMUST00000087176.7,Opalin
ENSMUST00000236184.1,Opalin
ENSMUST00000026170.2,Ubtd1
ENSMUST00000237817.1,Ubtd1
ENSMUST00000051772.9,Morn4
ENSMUST00000237567.1,Morn4
ENSMUST00000129242.1,Cox15
ENSMUST00000045562.5,Cox15
ENSMUST00000211830.1,Cyp2c23
ENSMUST00000026211.9,Cyp2c23
ENSMUST00000172262.1,Erlin1
ENSMUST00000171952.1,Erlin1
ENSMUST00000169092.1,Erlin1
ENSMUST00000170577.1,Erlin1
ENSMUST00000168602.1,Erlin1
ENSMUST00000170801.7,Erlin1
ENSMUST00000071698.12,Erlin1
ENSMUST00000112028.9,Erlin1
ENSMUST00000172041.7,Erlin1
ENSMUST00000096053.4,Slf2
ENSMUST00000237505.1,Slf2
ENSMUST00000236895.1,Slf2
ENSMUST00000236057.1,Slf2
ENSMUST00000026227.2,Twnk
ENSMUST00000236685.1,Twnk
ENSMUST00000236377.1,Lzts2
ENSMUST00000237396.1,Lzts2
ENSMUST00000237043.1,Lzts2
ENSMUST00000178087.2,Lzts2
ENSMUST00000179108.8,Lzts2
ENSMUST00000236512.1,Lzts2
ENSMUST00000039016.13,Lzts2
ENSMUST00000237148.1,Lzts2
ENSMUST00000235805.1,Dpcd
ENSMUST00000047057.8,Dpcd
ENSMUST00000235584.1,Dpcd
ENSMUST00000237600.1,Dpcd
ENSMUST00000135327.7,Pprc1
ENSMUST00000150158.7,Pprc1
ENSMUST00000133101.1,Pprc1
ENSMUST00000146882.1,Pprc1
ENSMUST00000147640.1,Pprc1
ENSMUST00000134015.1,Pprc1
ENSMUST00000111899.7,Pprc1
ENSMUST00000126127.7,Pprc1
ENSMUST00000062322.10,Pprc1
ENSMUST00000128386.1,Pprc1
ENSMUST00000099392.9,Pprc1
ENSMUST00000156649.1,Wbp1l
ENSMUST00000175937.1,Wbp1l
ENSMUST00000138302.8,Wbp1l
ENSMUST00000132202.2,Wbp1l
ENSMUST00000099376.10,Wbp1l
ENSMUST00000111855.4,Wbp1l
ENSMUST00000037636.3,Ina
ENSMUST00000026027.6,Taf5
ENSMUST00000166049.7,Habp2
ENSMUST00000078284.12,Habp2
ENSMUST00000095948.10,Habp2
ENSMUST00000165522.1,Habp2
ENSMUST00000165407.1,Habp2
ENSMUST00000171341.7,Habp2
ENSMUST00000163502.7,Habp2
ENSMUST00000225391.1,Plekhs1
ENSMUST00000225008.1,Plekhs1
ENSMUST00000178590.8,Plekhs1
ENSMUST00000225909.1,Plekhs1
ENSMUST00000224840.1,Plekhs1
ENSMUST00000039666.7,Plekhs1
ENSMUST00000126964.7,Afap1l2
ENSMUST00000118800.7,Afap1l2
ENSMUST00000225394.1,Afap1l2
ENSMUST00000132851.1,Afap1l2
ENSMUST00000155467.1,Afap1l2
ENSMUST00000148049.7,Afap1l2
ENSMUST00000111584.8,Afap1l2
ENSMUST00000122359.7,Afap1l2
ENSMUST00000079360.11,Ablim1
ENSMUST00000111529.7,Ablim1
ENSMUST00000111555.7,Ablim1
ENSMUST00000111546.7,Ablim1
ENSMUST00000111544.7,Ablim1
ENSMUST00000156316.7,Ablim1
ENSMUST00000137389.7,Ablim1
ENSMUST00000127198.1,Ablim1
ENSMUST00000133782.7,Ablim1
ENSMUST00000150425.1,Ablim1
ENSMUST00000128212.1,Ablim1
ENSMUST00000111524.7,Ablim1
ENSMUST00000133369.1,Ablim1
ENSMUST00000111559.7,Ablim1
ENSMUST00000111558.7,Ablim1
ENSMUST00000111526.7,Ablim1
ENSMUST00000111528.7,Ablim1
ENSMUST00000099294.8,Ablim1
ENSMUST00000134430.7,Ablim1
ENSMUST00000104902.8,Ablim1
ENSMUST00000111550.7,Ablim1
ENSMUST00000237170.1,Fam160b1
ENSMUST00000036407.5,Fam160b1
ENSMUST00000077282.6,Atrnl1
ENSMUST00000200910.3,Eno4
ENSMUST00000054280.9,Eno4
ENSMUST00000202382.3,Eno4
ENSMUST00000201123.1,Eno4
ENSMUST00000051277.3,Prlhr
ENSMUST00000044180.4,Npbwr1
ENSMUST00000183952.1,Tmem185b
ENSMUST00000163147.7,Epb41l5
ENSMUST00000191046.6,Epb41l5
ENSMUST00000185467.1,Epb41l5
ENSMUST00000191162.1,Epb41l5
ENSMUST00000189042.1,Epb41l5
ENSMUST00000052404.12,Epb41l5
ENSMUST00000187194.1,Epb41l5
ENSMUST00000027632.13,Epb41l5
ENSMUST00000174458.1,Cfap221
ENSMUST00000037840.11,Cfap221
ENSMUST00000174370.7,Cfap221
ENSMUST00000037286.9,C1ql2
ENSMUST00000186865.6,Rab3gap1
ENSMUST00000212506.1,Rab3gap1
ENSMUST00000037649.5,Rab3gap1
ENSMUST00000142662.1,Rab3gap1
ENSMUST00000131884.1,Rab3gap1
ENSMUST00000150945.1,Rab3gap1
ENSMUST00000143389.1,Zranb3
ENSMUST00000086614.11,Zranb3
ENSMUST00000112538.3,Zranb3
ENSMUST00000124876.1,Zranb3
ENSMUST00000127393.7,Zranb3
ENSMUST00000131732.1,Zranb3
ENSMUST00000097597.6,Zranb3
ENSMUST00000036288.10,R3hdm1
ENSMUST00000187023.6,R3hdm1
ENSMUST00000187557.1,R3hdm1
ENSMUST00000189317.2,R3hdm1
ENSMUST00000191274.6,R3hdm1
ENSMUST00000185471.1,R3hdm1
ENSMUST00000185853.6,R3hdm1
ENSMUST00000190056.2,R3hdm1
ENSMUST00000191016.6,R3hdm1
ENSMUST00000187900.6,R3hdm1
ENSMUST00000188381.6,R3hdm1
ENSMUST00000190288.1,R3hdm1
ENSMUST00000188570.1,R3hdm1
ENSMUST00000162067.1,Lct
ENSMUST00000073490.6,Lct
ENSMUST00000027602.14,Dars
ENSMUST00000186398.1,Dars
ENSMUST00000064309.8,Dars
ENSMUST00000049813.5,Yod1
ENSMUST00000016670.8,Dyrk3
ENSMUST00000189756.1,Dyrk3
ENSMUST00000130848.1,Rab7b
ENSMUST00000064679.8,Rab7b
ENSMUST00000064664.9,Rab7b
ENSMUST00000136247.7,Rab7b
ENSMUST00000129905.1,Rab7b
ENSMUST00000112386.7,Rab29
ENSMUST00000027693.7,Rab29
ENSMUST00000125925.1,Rab29
ENSMUST00000187084.1,Rab29
ENSMUST00000041023.13,Ipo9
ENSMUST00000161189.7,Ipo9
ENSMUST00000161934.1,Ipo9
ENSMUST00000162858.1,Ipo9
ENSMUST00000159487.1,Ipo9
ENSMUST00000159089.1,Ipo9
ENSMUST00000161750.7,Ipo9
ENSMUST00000161032.7,Ipo9
ENSMUST00000159017.1,Ipo9
ENSMUST00000161135.7,Ipo9
ENSMUST00000159173.1,Ipo9
ENSMUST00000161258.7,Ipo9
ENSMUST00000161838.7,Ipo9
ENSMUST00000161704.7,Ipo9
ENSMUST00000124134.2,Igfn1
ENSMUST00000166193.8,Igfn1
ENSMUST00000140703.7,Igfn1
ENSMUST00000180436.1,Ascl5
ENSMUST00000047734.14,Zfp281
ENSMUST00000112046.1,Zfp281
ENSMUST00000200243.4,Zbtb41
ENSMUST00000199011.1,Zbtb41
ENSMUST00000039867.9,Zbtb41
ENSMUST00000097547.9,Odr4
ENSMUST00000111913.8,Odr4
ENSMUST00000132809.7,Odr4
ENSMUST00000097546.8,Odr4
ENSMUST00000094477.3,Odr4
ENSMUST00000148389.7,Odr4
ENSMUST00000006167.12,Odr4
ENSMUST00000140112.1,Odr4
ENSMUST00000150615.7,Odr4
ENSMUST00000186900.1,Smg7
ENSMUST00000073441.12,Smg7
ENSMUST00000111836.3,Smg7
ENSMUST00000188937.1,Smg7
ENSMUST00000186692.1,Smg7
ENSMUST00000043560.14,Smg7
ENSMUST00000043313.14,Nmnat2
ENSMUST00000185241.1,Nmnat2
ENSMUST00000190960.1,Nmnat2
ENSMUST00000186621.1,Nmnat2
ENSMUST00000186368.6,Nmnat2
ENSMUST00000187569.1,Nmnat2
ENSMUST00000161744.1,Lamc1
ENSMUST00000163011.1,Lamc1
ENSMUST00000159251.1,Lamc1
ENSMUST00000027752.14,Lamc1
ENSMUST00000160515.1,Lamc1
ENSMUST00000078308.12,Rasal2
ENSMUST00000143358.2,Rasal2
ENSMUST00000129880.7,Rasal2
ENSMUST00000134543.7,Rasal2
ENSMUST00000128538.1,Rasal2
ENSMUST00000143080.1,Rasal2
ENSMUST00000132699.7,Rasal2
ENSMUST00000046743.10,Cryzl2
ENSMUST00000193791.5,Cryzl2
ENSMUST00000194220.1,Cryzl2
ENSMUST00000119891.6,Cryzl2
ENSMUST00000195702.1,Cryzl2
ENSMUST00000162654.7,Dars2
ENSMUST00000162398.1,Dars2
ENSMUST00000159922.2,Dars2
ENSMUST00000160759.7,Dars2
ENSMUST00000160591.7,Dars2
ENSMUST00000035430.3,Dars2
ENSMUST00000161748.7,Dars2
ENSMUST00000195584.1,Klhl20
ENSMUST00000148952.7,Klhl20
ENSMUST00000145736.2,Klhl20
ENSMUST00000117467.6,Klhl20
ENSMUST00000140905.7,Klhl20
ENSMUST00000111611.7,Klhl20
ENSMUST00000197232.1,Aph1a
ENSMUST00000015894.11,Aph1a
ENSMUST00000197081.1,Aph1a
ENSMUST00000056710.9,Aph1a
ENSMUST00000194106.1,Suco
ENSMUST00000192570.1,Suco
ENSMUST00000048377.10,Suco
ENSMUST00000191841.1,Suco
ENSMUST00000194388.1,Suco
ENSMUST00000191975.1,Suco
ENSMUST00000183223.7,Prrc2c
ENSMUST00000028016.15,Prrc2c
ENSMUST00000182535.1,Prrc2c
ENSMUST00000182393.7,Prrc2c
ENSMUST00000182593.7,Prrc2c
ENSMUST00000182149.7,Prrc2c
ENSMUST00000182660.7,Prrc2c
ENSMUST00000183011.7,Prrc2c
ENSMUST00000183286.1,Prrc2c
ENSMUST00000182288.1,Prrc2c
ENSMUST00000182331.1,Prrc2c
ENSMUST00000182308.1,Prrc2c
ENSMUST00000193508.1,Fmo4
ENSMUST00000140274.1,Fmo4
ENSMUST00000028014.9,Fmo4
ENSMUST00000140031.7,Fmo4
ENSMUST00000144916.7,Fmo4
ENSMUST00000111525.7,Fmo4
ENSMUST00000195576.4,Fmo6
ENSMUST00000178465.2,Fmo6
ENSMUST00000043235.7,Tiprl
ENSMUST00000192436.5,Tiprl
ENSMUST00000156102.1,Tiprl
ENSMUST00000142191.1,Tiprl
ENSMUST00000195248.2,Tiprl
ENSMUST00000097474.8,Rcsd1
ENSMUST00000193714.1,Rcsd1
ENSMUST00000040357.10,Rcsd1
ENSMUST00000143922.1,Gm4846
ENSMUST00000046662.7,Gm4847
ENSMUST00000165874.7,Fam78b
ENSMUST00000122929.1,Fam78b
ENSMUST00000190081.6,Fam78b
ENSMUST00000126198.2,Fam78b
ENSMUST00000128373.1,Fam78b
ENSMUST00000156025.1,Fam78b
ENSMUST00000027974.6,Atf6
ENSMUST00000131286.2,Ndufs2
ENSMUST00000138069.7,Ndufs2
ENSMUST00000194778.5,Ndufs2
ENSMUST00000191871.1,Ndufs2
ENSMUST00000111318.7,Ndufs2
ENSMUST00000136976.6,Ndufs2
ENSMUST00000150108.7,Ndufs2
ENSMUST00000013737.12,Ndufs2
ENSMUST00000135312.2,Arhgap30
ENSMUST00000131607.6,Arhgap30
ENSMUST00000056449.8,Arhgap30
ENSMUST00000194029.1,Tstd1
ENSMUST00000193060.1,Tstd1
ENSMUST00000171362.1,Tstd1
ENSMUST00000127730.1,Ifi207
ENSMUST00000042610.14,Ifi207
ENSMUST00000192166.1,Ifi205
ENSMUST00000059226.6,Ifi205
ENSMUST00000201297.1,Becn2
ENSMUST00000143270.1,Cnst
ENSMUST00000144370.1,Cnst
ENSMUST00000040706.8,Cnst
ENSMUST00000153962.1,Cnst
ENSMUST00000140489.1,Ahctf1
ENSMUST00000125816.1,Ahctf1
ENSMUST00000145968.2,Ahctf1
ENSMUST00000151734.1,Ahctf1
ENSMUST00000147137.1,Ahctf1
ENSMUST00000127250.1,Ahctf1
ENSMUST00000027768.13,Ahctf1
ENSMUST00000139002.1,Cdc42bpa
ENSMUST00000111117.7,Cdc42bpa
ENSMUST00000152582.7,Cdc42bpa
ENSMUST00000143176.7,Cdc42bpa
ENSMUST00000135056.7,Cdc42bpa
ENSMUST00000133890.7,Cdc42bpa
ENSMUST00000143161.1,Cdc42bpa
ENSMUST00000134959.7,Cdc42bpa
ENSMUST00000076687.11,Cdc42bpa
ENSMUST00000097450.9,Cdc42bpa
ENSMUST00000212756.1,Cdc42bpa
ENSMUST00000143350.7,Cdc42bpa
ENSMUST00000132894.2,Cdc42bpa
ENSMUST00000129754.1,Cdc42bpa
ENSMUST00000145181.1,Cdc42bpa
ENSMUST00000097453.8,Cdc42bpa
ENSMUST00000145274.1,Cdc42bpa
ENSMUST00000159673.7,Wdr26
ENSMUST00000159290.1,Wdr26
ENSMUST00000159698.1,Wdr26
ENSMUST00000159625.1,Wdr26
ENSMUST00000161531.1,Wdr26
ENSMUST00000162819.8,Wdr26
ENSMUST00000237749.1,Wdr26
ENSMUST00000162963.7,Wdr26
ENSMUST00000036329.11,Wdr26
ENSMUST00000048308.5,C130074G19Rik
ENSMUST00000027929.9,Mark1
ENSMUST00000192657.1,Mark1
ENSMUST00000238198.1,Slc30a10
ENSMUST00000061093.6,Slc30a10
ENSMUST00000238677.1,Slc30a10
ENSMUST00000045388.7,Lyplal1
ENSMUST00000195481.1,Lyplal1
ENSMUST00000193590.1,Kctd3
ENSMUST00000193143.5,Kctd3
ENSMUST00000085678.7,Kctd3
ENSMUST00000195787.1,Kctd3
ENSMUST00000193273.1,Kctd3
ENSMUST00000195658.1,Kctd3
ENSMUST00000192458.2,Kctd3
ENSMUST00000192200.1,Kctd3
ENSMUST00000195745.1,Kctd3
ENSMUST00000132289.1,Smyd2
ENSMUST00000130804.7,Smyd2
ENSMUST00000144452.1,Smyd2
ENSMUST00000027897.7,Smyd2
ENSMUST00000192306.1,Vash2
ENSMUST00000047409.8,Vash2
ENSMUST00000166139.6,Vash2
ENSMUST00000194589.1,Flvcr1
ENSMUST00000085635.5,Flvcr1
ENSMUST00000193399.1,Flvcr1
ENSMUST00000194917.5,Flvcr1
ENSMUST00000192666.1,Flvcr1
ENSMUST00000191946.1,Flvcr1
ENSMUST00000067976.8,Ppp2r5a
ENSMUST00000192334.1,Ppp2r5a
ENSMUST00000191920.1,Ppp2r5a
ENSMUST00000195605.5,Ppp2r5a
ENSMUST00000191925.1,Ppp2r5a
ENSMUST00000194953.1,Ppp2r5a
ENSMUST00000195859.1,Ppp2r5a
ENSMUST00000133076.6,Lpgat1
ENSMUST00000110855.7,Lpgat1
ENSMUST00000138494.1,Lpgat1
ENSMUST00000110856.7,Lpgat1
ENSMUST00000130876.1,Lpgat1
ENSMUST00000154755.6,Hhat
ENSMUST00000128619.7,Hhat
ENSMUST00000192946.1,Hhat
ENSMUST00000044190.11,Hhat
ENSMUST00000192585.1,Hhat
ENSMUST00000123721.1,Hhat
ENSMUST00000154203.2,Hhat
ENSMUST00000040695.4,Sbspon
ENSMUST00000037294.7,Tfap2d
ENSMUST00000149505.1,Tfap2d
ENSMUST00000029667.12,Kcnq5
ENSMUST00000115300.7,Kcnq5
ENSMUST00000115299.7,Kcnq5
